iso3,country,year,scenario,hot_days_proj,hot_days_proj_diff_1981_2010,icing_days_proj,icing_days_proj_diff_1981_2010,trop_nights_proj,trop_nights_proj_diff_1981_2010,trop_nights_proj_pct_change_1981_2010,icing_days_proj_pct_change_1981_2010,hot_days_proj_pct_change_1981_2010,scenario_label,linked_ssp,is_linked_scenario
ISR,ISR,2045,PROJ_SSP370,76.9,42.8,0.0,0.0,144.6,54.7,60.84538375973304,,125.51319648093838,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2045,PROJ_SSP585,91.5,57.4,0.0,0.0,133.6,43.8,48.775055679287306,,168.32844574780057,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2046,PROJ_SSP126,78.2,44.1,0.0,0.0,150.9,61.1,68.04008908685968,,129.32551319648093,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2046,PROJ_SSP245,82.0,48.0,0.0,0.0,128.1,38.3,42.650334075723826,,141.1764705882353,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2046,PROJ_SSP370,81.8,47.8,0.0,0.0,148.9,59.1,65.81291759465479,,140.58823529411762,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2046,PROJ_SSP585,92.2,58.2,0.0,0.0,133.5,43.7,48.66369710467707,,171.1764705882353,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2047,PROJ_SSP126,80.7,46.7,0.0,0.0,150.8,61.0,67.92873051224943,,137.35294117647058,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2047,PROJ_SSP245,82.1,48.0,0.0,0.0,127.7,37.9,42.20489977728285,,140.76246334310852,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2047,PROJ_SSP370,85.5,51.5,0.0,0.0,151.4,61.6,68.5968819599109,,151.47058823529412,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2047,PROJ_SSP585,89.1,55.0,0.0,0.0,131.1,41.3,45.99109131403118,,161.29032258064518,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2048,PROJ_SSP126,80.6,46.5,0.0,0.0,145.8,56.0,62.36080178173719,,136.36363636363637,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2048,PROJ_SSP245,78.5,44.4,0.0,0.0,125.5,35.7,39.755011135857465,,130.20527859237535,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2048,PROJ_SSP370,81.0,47.0,0.0,0.0,150.0,60.2,67.03786191536749,,138.23529411764704,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2048,PROJ_SSP585,89.4,55.3,0.0,0.0,135.2,45.4,50.556792873051236,,162.17008797653955,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2049,PROJ_SSP126,72.1,38.1,0.0,0.0,140.4,50.6,56.347438752783965,,112.05882352941178,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2049,PROJ_SSP245,79.1,45.0,0.0,0.0,123.7,33.9,37.75055679287305,,131.96480938416423,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2049,PROJ_SSP370,81.0,46.9,0.0,0.0,150.3,60.5,67.37193763919821,,137.5366568914956,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2049,PROJ_SSP585,90.9,56.8,0.0,0.0,135.6,45.8,51.0022271714922,,166.56891495601167,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2050,PROJ_SSP126,77.2,43.2,0.0,0.0,146.3,56.4,62.736373748609566,,127.05882352941178,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2050,PROJ_SSP245,83.1,49.0,0.0,0.0,128.5,38.7,43.09576837416482,,143.69501466275662,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2050,PROJ_SSP370,88.8,54.7,0.0,0.0,156.9,67.1,74.72160356347437,,160.41055718475076,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2050,PROJ_SSP585,95.2,61.1,0.0,0.0,139.1,49.3,54.89977728285078,,179.17888563049854,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2051,PROJ_SSP126,77.3,43.2,0.0,0.0,143.3,53.4,59.399332591768626,,126.68621700879767,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2051,PROJ_SSP245,80.7,46.6,0.0,0.0,128.0,38.1,42.380422691879865,,136.65689149560117,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2051,PROJ_SSP370,88.1,54.0,0.0,0.0,152.4,62.6,69.71046770601336,,158.3577712609971,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2051,PROJ_SSP585,95.7,61.7,0.0,0.0,138.5,48.6,54.06006674082313,,181.47058823529412,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2052,PROJ_SSP126,78.3,44.3,0.0,0.0,147.5,57.6,64.07119021134594,,130.2941176470588,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2052,PROJ_SSP245,80.6,46.5,0.0,0.0,126.6,36.8,40.97995545657015,,136.36363636363637,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2052,PROJ_SSP370,94.2,60.2,0.0,0.0,157.5,67.6,75.19466073414904,,177.05882352941177,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2052,PROJ_SSP585,100.9,66.8,0.0,0.0,142.4,52.5,58.39822024471635,,195.8944281524926,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2053,PROJ_SSP126,80.3,46.2,0.0,0.0,148.9,59.1,65.81291759465479,,135.48387096774198,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2053,PROJ_SSP245,81.2,47.2,0.0,0.0,129.6,39.8,44.32071269487751,,138.82352941176472,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2053,PROJ_SSP370,88.8,54.7,0.0,0.0,153.5,63.7,70.93541202672607,,160.41055718475076,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2053,PROJ_SSP585,94.8,60.7,0.0,0.0,138.4,48.6,54.120267260579055,,178.00586510263935,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2054,PROJ_SSP126,76.6,42.5,0.0,0.0,147.8,58.0,64.58797327394208,,124.63343108504401,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2054,PROJ_SSP245,81.3,47.2,0.0,0.0,128.2,38.3,42.60289210233593,,138.41642228739005,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2054,PROJ_SSP370,89.1,55.1,0.0,0.0,156.4,66.5,73.9710789766407,,162.05882352941182,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2054,PROJ_SSP585,101.0,66.9,0.0,0.0,141.6,51.8,57.6837416481069,,196.18768328445753,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2055,PROJ_SSP126,79.3,45.2,0.0,0.0,147.1,57.2,63.62625139043383,,132.55131964809388,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2055,PROJ_SSP245,80.3,46.3,0.0,0.0,128.6,38.8,43.207126948775056,,136.17647058823528,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2055,PROJ_SSP370,87.7,53.7,0.0,0.0,154.7,64.9,72.27171492204901,,157.94117647058826,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2055,PROJ_SSP585,101.6,67.5,0.0,0.0,145.4,55.6,61.915367483296215,,197.94721407624635,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2056,PROJ_SSP126,81.3,47.2,0.0,0.0,148.5,58.7,65.36748329621382,,138.41642228739005,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2056,PROJ_SSP245,86.0,52.0,0.0,0.0,129.2,39.3,43.71523915461624,,152.94117647058823,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2056,PROJ_SSP370,91.5,57.4,0.0,0.0,157.6,67.8,75.50111358574611,,168.32844574780057,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2056,PROJ_SSP585,103.2,69.2,0.0,0.0,143.7,53.9,60.02227171492206,,203.52941176470586,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2057,PROJ_SSP126,82.1,48.0,0.0,0.0,147.4,57.5,63.95995550611791,,140.76246334310852,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2057,PROJ_SSP245,86.1,52.1,0.0,0.0,129.0,39.1,43.49276974416018,,153.2352941176471,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2057,PROJ_SSP370,94.1,60.1,0.0,0.0,157.6,67.8,75.50111358574611,,176.76470588235298,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2057,PROJ_SSP585,103.9,69.9,0.0,0.0,143.6,53.8,59.910913140311806,,205.58823529411768,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2058,PROJ_SSP126,85.7,51.6,0.0,0.0,151.3,61.4,68.29810901001112,,151.31964809384164,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2058,PROJ_SSP245,86.3,52.2,0.0,0.0,133.7,43.9,48.886414253897556,,153.07917888563054,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2058,PROJ_SSP370,96.8,62.8,0.0,0.0,157.0,67.1,74.63848720800888,,184.70588235294116,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2058,PROJ_SSP585,105.3,71.2,0.0,0.0,145.9,56.1,62.47216035634743,,208.79765395894432,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2059,PROJ_SSP126,80.1,46.0,0.0,0.0,146.9,57.1,63.58574610244988,,134.89736070381232,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2059,PROJ_SSP245,89.4,55.3,0.0,0.0,136.9,47.0,52.28031145717463,,162.17008797653955,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2059,PROJ_SSP370,96.9,62.8,0.0,0.0,162.0,72.1,80.20022246941045,,184.16422287390023,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2059,PROJ_SSP585,107.2,73.1,0.0,0.0,148.9,59.0,65.62847608453836,,214.3695014662756,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ISR,ISR,2060,PROJ_SSP126,85.3,51.2,0.0,0.0,149.5,59.7,66.48106904231626,,150.14662756598244,SSP1-2.6 (low emissions),PROJ_SSP126,True
ISR,ISR,2060,PROJ_SSP245,87.4,53.4,0.0,0.0,135.8,46.0,51.22494432071269,,157.0588235294117,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ISR,ISR,2060,PROJ_SSP370,93.5,59.4,0.0,0.0,157.3,67.5,75.16703786191535,,174.19354838709674,SSP3-7.0 (high emissions),PROJ_SSP126,False
ISR,ISR,2060,PROJ_SSP585,105.5,71.4,0.0,0.0,145.2,55.4,61.692650334075736,,209.38416422287395,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2030,PROJ_SSP126,5.1,4.6,8.8,-3.9,62.6,28.9,85.75667655786349,-30.70866141732283,919.9999999999999,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2030,PROJ_SSP245,3.9,3.4,9.8,-3.0,46.6,12.9,38.27893175074184,-23.4375,680.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2030,PROJ_SSP370,5.4,4.9,9.3,-3.5,63.9,30.2,89.61424332344212,-27.34375,980.0000000000001,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2030,PROJ_SSP585,4.4,3.9,9.4,-3.4,49.2,15.5,45.994065281899104,-26.5625,779.9999999999993,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2031,PROJ_SSP126,4.0,3.5,9.7,-3.1,63.3,29.6,87.83382789317508,-24.218750000000004,700.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2031,PROJ_SSP245,3.7,3.2,9.2,-3.5,42.9,9.2,27.299703264094948,-27.559055118110237,640.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2031,PROJ_SSP370,3.6,3.0,8.9,-3.9,63.3,29.6,87.83382789317508,-30.46875,499.9999999999999,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2031,PROJ_SSP585,3.2,2.7,8.1,-4.7,45.8,12.1,35.90504451038576,-36.71875,540.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2032,PROJ_SSP126,4.1,3.6,9.7,-3.1,63.0,29.3,86.94362017804154,-24.218750000000004,720.0000000000007,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2032,PROJ_SSP245,3.3,2.8,8.4,-4.4,44.9,11.3,33.63095238095239,-34.375,560.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2032,PROJ_SSP370,4.0,3.5,8.5,-4.3,65.2,31.5,93.47181008902076,-33.59374999999999,700.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2032,PROJ_SSP585,4.7,4.2,8.0,-4.8,49.0,15.4,45.83333333333333,-37.49999999999999,840.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2033,PROJ_SSP126,4.9,4.4,9.6,-3.2,65.9,32.2,95.54896142433235,-25.0,880.0000000000001,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2033,PROJ_SSP245,4.9,4.4,8.9,-3.9,47.0,13.3,39.465875370919875,-30.46875,880.0000000000001,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2033,PROJ_SSP370,4.9,4.4,9.2,-3.6,64.6,31.0,92.26190476190477,-28.125000000000007,880.0000000000001,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2033,PROJ_SSP585,5.5,5.0,7.6,-5.2,51.1,17.4,51.632047477744806,-40.625,1000.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2034,PROJ_SSP126,4.0,3.5,8.9,-3.9,66.0,32.3,95.84569732937683,-30.46875,700.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2034,PROJ_SSP245,3.7,3.2,9.2,-3.6,47.9,14.2,42.13649851632047,-28.125000000000007,640.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2034,PROJ_SSP370,5.2,4.6,9.1,-3.7,68.3,34.6,102.67062314540061,-28.90625,766.666666666666,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2034,PROJ_SSP585,5.3,4.8,7.1,-5.7,47.8,14.1,41.83976261127597,-44.53125,960.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2035,PROJ_SSP126,4.5,4.0,9.1,-3.6,65.1,31.4,93.17507418397626,-28.346456692913385,800.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2035,PROJ_SSP245,4.2,3.7,8.5,-4.3,49.8,16.1,47.77448071216618,-33.59374999999999,740.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2035,PROJ_SSP370,4.1,3.6,9.0,-3.8,66.6,32.9,97.62611275964392,-29.687499999999993,720.0000000000007,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2035,PROJ_SSP585,5.1,4.5,8.9,-3.9,51.7,18.1,53.86904761904761,-30.46875,750.0000000000005,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2036,PROJ_SSP126,5.5,5.0,9.6,-3.2,68.9,35.2,104.45103857566767,-25.0,1000.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2036,PROJ_SSP245,4.9,4.3,9.0,-3.8,47.7,14.0,41.54302670623145,-29.687499999999993,716.666666666666,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2036,PROJ_SSP370,5.7,5.2,9.2,-3.6,68.3,34.6,102.67062314540061,-28.125000000000007,1040.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2036,PROJ_SSP585,6.6,6.1,7.9,-4.9,50.7,17.0,50.445103857566764,-38.28125,1220.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2037,PROJ_SSP126,5.5,4.9,8.9,-3.9,66.9,33.2,98.51632047477746,-30.46875,816.6666666666672,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2037,PROJ_SSP245,4.4,3.9,8.1,-4.7,47.7,14.0,41.54302670623145,-36.71875,779.9999999999993,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2037,PROJ_SSP370,4.8,4.3,8.1,-4.7,68.1,34.4,102.07715133531158,-36.71875,860.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2037,PROJ_SSP585,5.6,5.1,7.4,-5.4,53.1,19.4,57.56676557863501,-42.1875,1019.9999999999999,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2038,PROJ_SSP126,4.3,3.8,8.6,-4.1,68.4,34.7,102.9673590504451,-32.28346456692913,760.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2038,PROJ_SSP245,5.6,5.1,8.5,-4.3,51.3,17.6,52.22551928783384,-33.59374999999999,1019.9999999999999,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2038,PROJ_SSP370,6.2,5.7,10.1,-2.7,70.4,36.7,108.9020771513353,-21.09375,1140.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2038,PROJ_SSP585,6.6,6.0,7.8,-4.9,52.7,19.1,56.845238095238095,-38.58267716535433,1000.0000000000006,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2039,PROJ_SSP126,6.2,5.7,8.8,-4.0,69.4,35.7,105.93471810089021,-31.25,1140.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2039,PROJ_SSP245,5.4,4.9,9.1,-3.6,48.4,14.7,43.62017804154302,-28.346456692913385,980.0000000000001,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2039,PROJ_SSP370,5.1,4.6,7.5,-5.3,67.7,34.0,100.89020771513353,-41.40624999999999,919.9999999999999,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2039,PROJ_SSP585,5.9,5.4,7.6,-5.2,53.4,19.7,58.45697329376854,-40.625,1080.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2040,PROJ_SSP126,7.3,6.7,8.4,-4.4,69.3,35.6,105.63798219584572,-34.375,1116.6666666666674,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2040,PROJ_SSP245,4.7,4.1,8.6,-4.2,50.3,16.6,49.25816023738873,-32.8125,683.3333333333327,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2040,PROJ_SSP370,4.5,4.0,8.5,-4.2,68.5,34.9,103.8690476190476,-33.07086614173229,800.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2040,PROJ_SSP585,6.8,6.2,8.6,-4.2,55.3,21.6,64.09495548961426,-32.8125,1033.333333333334,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2041,PROJ_SSP126,6.6,6.1,8.9,-3.8,68.3,34.6,102.67062314540061,-29.92125984251969,1220.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2041,PROJ_SSP245,5.7,5.2,9.0,-3.8,50.4,16.7,49.55489614243323,-29.687499999999993,1040.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2041,PROJ_SSP370,5.7,5.2,8.4,-4.4,72.5,38.8,115.13353115727001,-34.375,1040.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2041,PROJ_SSP585,7.1,6.6,8.2,-4.6,53.7,20.1,59.82142857142857,-35.9375,1320.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2042,PROJ_SSP126,5.1,4.6,8.8,-4.0,69.9,36.2,107.41839762611276,-31.25,919.9999999999999,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2042,PROJ_SSP245,4.8,4.2,7.8,-5.0,50.2,16.5,48.96142433234421,-39.0625,700.0000000000005,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2042,PROJ_SSP370,5.3,4.8,8.0,-4.7,69.6,35.9,106.52818991097924,-37.00787401574803,960.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2042,PROJ_SSP585,8.5,7.9,8.0,-4.8,55.6,21.9,64.98516320474776,-37.49999999999999,1316.6666666666674,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2043,PROJ_SSP126,6.3,5.8,9.0,-3.7,69.9,36.2,107.41839762611276,-29.13385826771654,1160.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2043,PROJ_SSP245,4.4,3.9,8.7,-4.1,51.1,17.4,51.632047477744806,-32.03125,779.9999999999993,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2043,PROJ_SSP370,5.8,5.2,7.6,-5.2,71.0,37.3,110.68249258160236,-40.625,866.6666666666672,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2043,PROJ_SSP585,6.5,6.0,7.2,-5.5,55.8,22.1,65.5786350148368,-43.30708661417323,1200.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2044,PROJ_SSP126,7.2,6.6,8.5,-4.2,72.8,39.1,116.02373887240358,-33.07086614173229,1099.9999999999989,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2044,PROJ_SSP245,5.5,5.0,8.4,-4.3,52.4,18.8,55.95238095238096,-33.85826771653544,1000.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2044,PROJ_SSP370,6.8,6.3,7.9,-4.8,73.6,39.9,118.39762611275965,-37.79527559055118,1260.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2044,PROJ_SSP585,8.2,7.7,7.8,-5.0,57.5,23.8,70.62314540059347,-39.0625,1540.0000000000027,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2045,PROJ_SSP126,6.6,6.1,9.2,-3.6,69.9,36.2,107.41839762611276,-28.125000000000007,1220.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2045,PROJ_SSP245,4.9,4.4,7.9,-4.9,52.2,18.6,55.35714285714286,-38.28125,880.0000000000001,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2045,PROJ_SSP370,7.1,6.6,7.5,-5.2,70.5,36.8,109.19881305637979,-40.944881889763785,1320.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2045,PROJ_SSP585,8.7,8.1,8.0,-4.7,58.3,24.7,73.51190476190477,-37.00787401574803,1350.0000000000007,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2046,PROJ_SSP126,4.9,4.4,8.5,-4.3,68.9,35.3,105.05952380952377,-33.59374999999999,880.0000000000001,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2046,PROJ_SSP245,7.1,6.6,8.2,-4.6,52.9,19.2,56.973293768545986,-35.9375,1320.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2046,PROJ_SSP370,5.4,4.9,8.3,-4.5,70.8,37.1,110.08902077151336,-35.15625,980.0000000000001,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2046,PROJ_SSP585,10.1,9.6,7.8,-5.0,58.7,25.0,74.1839762611276,-39.0625,1920.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2047,PROJ_SSP126,4.5,4.0,8.4,-4.4,71.1,37.4,110.9792284866469,-34.375,800.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2047,PROJ_SSP245,5.7,5.2,8.6,-4.2,55.0,21.3,63.20474777448071,-32.8125,1040.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2047,PROJ_SSP370,6.6,6.1,7.1,-5.7,75.2,41.5,123.1454005934718,-44.53125,1220.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2047,PROJ_SSP585,7.0,6.4,8.4,-4.3,56.1,22.4,66.4688427299703,-33.85826771653544,1066.6666666666674,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2048,PROJ_SSP126,6.2,5.7,8.4,-4.4,70.6,36.9,109.49554896142435,-34.375,1140.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2048,PROJ_SSP245,4.7,4.2,7.2,-5.6,52.4,18.7,55.48961424332344,-43.74999999999999,840.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2048,PROJ_SSP370,5.9,5.4,7.6,-5.2,73.6,39.9,118.39762611275965,-40.625,1080.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2048,PROJ_SSP585,8.2,7.6,7.8,-5.0,59.5,25.8,76.55786350148368,-39.0625,1266.6666666666674,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2049,PROJ_SSP126,5.5,5.0,8.2,-4.5,69.9,36.3,108.03571428571426,-35.43307086614173,1000.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2049,PROJ_SSP245,6.7,6.2,7.1,-5.7,54.9,21.2,62.908011869436194,-44.53125,1240.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2049,PROJ_SSP370,6.3,5.8,6.3,-6.5,75.2,41.5,123.1454005934718,-50.78125,1160.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2049,PROJ_SSP585,7.2,6.7,6.7,-6.0,59.8,26.2,77.97619047619048,-47.24409448818898,1340.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2050,PROJ_SSP126,6.6,6.1,8.2,-4.6,68.7,35.1,104.46428571428572,-35.9375,1220.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2050,PROJ_SSP245,6.1,5.5,7.1,-5.7,54.9,21.2,62.908011869436194,-44.53125,916.6666666666672,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2050,PROJ_SSP370,8.5,7.9,8.1,-4.6,77.9,44.2,131.15727002967358,-36.22047244094488,1316.6666666666674,SSP3-7.0 (high emissions),PROJ_SSP126,False
ITA,ITA,2050,PROJ_SSP585,10.1,9.6,6.6,-6.2,64.4,30.7,91.09792284866468,-48.4375,1920.0,SSP5-8.5 (very high emissions),PROJ_SSP126,False
ITA,ITA,2051,PROJ_SSP126,7.5,7.0,7.6,-5.1,73.6,40.0,119.04761904761907,-40.15748031496063,1400.0,SSP1-2.6 (low emissions),PROJ_SSP126,True
ITA,ITA,2051,PROJ_SSP245,6.5,6.0,8.4,-4.4,56.5,22.9,68.1547619047619,-34.375,1200.0,SSP2-4.5 (middle of the road),PROJ_SSP126,False
ITA,ITA,2051,PROJ_SSP370,8.9,8.4,7.5,-5.3,75.7,42.0,124.62908011869436,-41.40624999999999,1680.0,SSP3-7.0 (high emissions),PROJ_SSP126,False
