iso3,country,year,scenario,hot_days_proj,hot_days_proj_diff_1981_2010,icing_days_proj,icing_days_proj_diff_1981_2010,trop_nights_proj,trop_nights_proj_diff_1981_2010,trop_nights_proj_pct_change_1981_2010,icing_days_proj_pct_change_1981_2010,hot_days_proj_pct_change_1981_2010,scenario_label,linked_ssp,is_linked_scenario
AUS,AUS,2034,PROJ_SSP585,120.3,27.7,0.0,0.0,131.1,4.3,3.391167192429022,,29.913606911447083,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2035,PROJ_SSP126,119.4,26.8,0.0,0.0,132.7,5.9,4.652996845425869,,28.94168466522678,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2035,PROJ_SSP245,119.0,26.3,0.0,0.0,129.7,3.0,2.3677979479084454,,28.37108953613808,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2035,PROJ_SSP370,123.5,30.8,0.0,0.0,138.7,11.9,9.384858044164039,,33.22545846817692,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2035,PROJ_SSP585,119.6,26.9,0.0,0.0,130.7,3.9,3.075709779179811,,29.018338727076593,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2036,PROJ_SSP126,122.6,29.9,0.0,0.0,136.2,9.4,7.413249211356468,,32.25458468176915,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2036,PROJ_SSP245,114.3,21.7,0.0,0.0,127.1,0.3,0.23659305993690852,,23.434125269978402,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2036,PROJ_SSP370,120.9,28.3,0.0,0.0,133.4,6.7,5.288082083662194,,30.56155507559395,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2036,PROJ_SSP585,118.7,26.1,0.0,0.0,130.8,4.0,3.1545741324921135,,28.185745140388775,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2037,PROJ_SSP126,123.6,30.9,0.0,0.0,136.7,10.0,7.892659826361484,,33.333333333333336,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2037,PROJ_SSP245,126.0,33.3,0.0,0.0,128.5,1.8,1.420678768745067,,35.922330097087375,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2037,PROJ_SSP370,126.7,34.1,0.0,0.0,137.2,10.5,8.287292817679559,,36.82505399568035,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2037,PROJ_SSP585,122.0,29.4,0.0,0.0,131.2,4.5,3.551696921862668,,31.749460043196542,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2038,PROJ_SSP126,124.9,32.3,0.0,0.0,134.3,7.6,5.998421468034727,,34.88120950323974,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2038,PROJ_SSP245,126.7,34.1,0.0,0.0,132.2,5.4,4.2586750788643535,,36.82505399568035,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2038,PROJ_SSP370,129.5,36.9,0.0,0.0,142.3,15.5,12.22397476340694,,39.8488120950324,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2038,PROJ_SSP585,121.7,29.0,0.0,0.0,131.9,5.1,4.022082018927444,,31.283710895361377,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2039,PROJ_SSP126,117.9,25.3,0.0,0.0,134.5,7.8,6.156274664561957,,27.32181425485961,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2039,PROJ_SSP245,118.8,26.2,0.0,0.0,130.0,3.2,2.523659305993691,,28.293736501079913,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2039,PROJ_SSP370,121.4,28.7,0.0,0.0,140.4,13.7,10.812943962115233,,30.960086299892126,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2039,PROJ_SSP585,125.2,32.6,0.0,0.0,132.9,6.2,4.89344909234412,,35.20518358531318,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2040,PROJ_SSP126,116.6,24.0,0.0,0.0,133.1,6.3,4.968454258675078,,25.917926565874733,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2040,PROJ_SSP245,119.6,27.0,0.0,0.0,129.9,3.1,2.444794952681388,,29.15766738660907,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2040,PROJ_SSP370,121.5,28.9,0.0,0.0,140.4,13.7,10.812943962115233,,31.209503239740823,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2040,PROJ_SSP585,132.6,39.9,0.0,0.0,134.1,7.4,5.8405682715074985,,43.042071197411005,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2041,PROJ_SSP126,123.1,30.4,0.0,0.0,135.0,8.2,6.466876971608833,,32.793959007551244,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2041,PROJ_SSP245,122.6,29.9,0.0,0.0,131.0,4.3,3.3938437253354383,,32.25458468176915,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2041,PROJ_SSP370,121.5,28.8,0.0,0.0,140.7,14.0,11.049723756906078,,31.06796116504854,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2041,PROJ_SSP585,126.1,33.5,0.0,0.0,135.5,8.7,6.861198738170346,,36.17710583153348,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2042,PROJ_SSP126,122.8,30.1,0.0,0.0,135.1,8.3,6.545741324921137,,32.47033441208199,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2042,PROJ_SSP245,128.8,36.2,0.0,0.0,133.3,6.6,5.209155485398578,,39.09287257019438,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2042,PROJ_SSP370,124.3,31.6,0.0,0.0,139.6,12.9,10.181531176006315,,34.088457389428264,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2042,PROJ_SSP585,126.6,33.9,0.0,0.0,138.3,11.6,9.15548539857932,,36.56957928802589,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2043,PROJ_SSP126,129.2,36.6,0.0,0.0,137.6,10.9,8.602999210734017,,39.524838012958966,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2043,PROJ_SSP245,122.2,29.5,0.0,0.0,132.3,5.6,4.41988950276243,,31.823085221143472,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2043,PROJ_SSP370,124.3,31.7,0.0,0.0,141.3,14.6,11.523283346487764,,34.23326133909288,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2043,PROJ_SSP585,125.7,33.1,0.0,0.0,133.3,6.6,5.209155485398578,,35.7451403887689,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2044,PROJ_SSP126,121.0,28.4,0.0,0.0,136.2,9.4,7.413249211356468,,30.6695464362851,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2044,PROJ_SSP245,122.0,29.4,0.0,0.0,132.2,5.4,4.2586750788643535,,31.749460043196542,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2044,PROJ_SSP370,126.8,34.2,0.0,0.0,142.9,16.2,12.786108918705603,,36.933045356371494,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2044,PROJ_SSP585,136.8,44.2,0.0,0.0,140.2,13.5,10.655090765588005,,47.73218142548596,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2045,PROJ_SSP126,119.8,27.2,0.0,0.0,136.8,10.1,7.971586424625097,,29.373650107991363,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2045,PROJ_SSP245,120.4,27.8,0.0,0.0,130.8,4.0,3.1545741324921135,,30.021598272138228,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2045,PROJ_SSP370,126.2,33.5,0.0,0.0,142.5,15.7,12.381703470031544,,36.13807982740022,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2045,PROJ_SSP585,134.0,41.4,0.0,0.0,141.4,14.6,11.514195583596214,,44.70842332613391,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2046,PROJ_SSP126,124.0,31.3,0.0,0.0,137.3,10.6,8.36621941594317,,33.76483279395901,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2046,PROJ_SSP245,125.4,32.8,0.0,0.0,134.2,7.4,5.835962145110411,,35.421166306695454,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2046,PROJ_SSP370,126.5,33.8,0.0,0.0,142.6,15.9,12.54932912391476,,36.46170442286947,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2046,PROJ_SSP585,130.4,37.8,0.0,0.0,140.8,14.1,11.128650355169691,,40.82073434125269,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2047,PROJ_SSP126,122.3,29.7,0.0,0.0,137.3,10.5,8.280757097791797,,32.073434125269976,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2047,PROJ_SSP245,128.3,35.6,0.0,0.0,132.8,6.0,4.73186119873817,,38.403451995685,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2047,PROJ_SSP370,125.8,33.1,0.0,0.0,147.7,21.0,16.574585635359117,,35.706580366774546,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2047,PROJ_SSP585,132.1,39.4,0.0,0.0,140.7,14.0,11.049723756906078,,42.50269687162891,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2048,PROJ_SSP126,116.7,24.1,0.0,0.0,135.7,9.0,7.103393843725336,,26.025917926565878,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2048,PROJ_SSP245,133.9,41.3,0.0,0.0,134.5,7.8,6.156274664561957,,44.60043196544275,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2048,PROJ_SSP370,125.6,33.0,0.0,0.0,144.4,17.7,13.970007892659824,,35.63714902807776,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2048,PROJ_SSP585,133.2,40.6,0.0,0.0,142.0,15.2,11.98738170347003,,43.84449244060475,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2049,PROJ_SSP126,124.8,32.1,0.0,0.0,135.0,8.3,6.5509076558800325,,34.62783171521036,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2049,PROJ_SSP245,129.0,36.4,0.0,0.0,135.7,9.0,7.103393843725336,,39.30885529157667,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2049,PROJ_SSP370,134.5,41.8,0.0,0.0,147.5,20.8,16.416732438831886,,45.09169363538295,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2049,PROJ_SSP585,140.4,47.8,0.0,0.0,144.7,18.0,14.206787687450673,,51.61987041036716,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2050,PROJ_SSP126,127.3,34.6,0.0,0.0,136.1,9.3,7.334384858044165,,37.32470334412083,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2050,PROJ_SSP245,123.1,30.4,0.0,0.0,134.7,7.9,6.2302839116719255,,32.793959007551244,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2050,PROJ_SSP370,137.4,44.7,0.0,0.0,148.5,21.8,17.205998421468035,,48.22006472491909,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2050,PROJ_SSP585,138.5,45.9,0.0,0.0,142.5,15.7,12.381703470031544,,49.56803455723542,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2051,PROJ_SSP126,120.0,27.4,0.0,0.0,138.2,11.4,8.990536277602525,,29.589632829373652,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2051,PROJ_SSP245,130.5,37.8,0.0,0.0,137.5,10.7,8.438485804416404,,40.776699029126206,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2051,PROJ_SSP370,134.0,41.4,0.0,0.0,149.4,22.7,17.91633780584057,,44.70842332613391,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2051,PROJ_SSP585,134.2,41.6,0.0,0.0,143.9,17.2,13.575374901341753,,44.9244060475162,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2052,PROJ_SSP126,119.4,26.8,0.0,0.0,139.0,12.2,9.621451104100947,,28.94168466522678,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2052,PROJ_SSP245,133.1,40.5,0.0,0.0,137.5,10.8,8.524072612470404,,43.73650107991361,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2052,PROJ_SSP370,134.3,41.7,0.0,0.0,152.0,25.3,19.968429360694554,,45.032397408207345,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2052,PROJ_SSP585,133.7,41.0,0.0,0.0,144.4,17.6,13.880126182965299,,44.22869471413161,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2053,PROJ_SSP126,127.7,35.0,0.0,0.0,138.7,12.0,9.471191791633782,,37.75620280474649,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2053,PROJ_SSP245,127.8,35.1,0.0,0.0,137.2,10.5,8.287292817679559,,37.86407766990292,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2053,PROJ_SSP370,139.1,46.5,0.0,0.0,151.7,25.0,19.731649565903712,,50.21598272138229,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2053,PROJ_SSP585,136.9,44.2,0.0,0.0,146.8,20.1,15.864246250986582,,47.680690399137006,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2054,PROJ_SSP126,125.1,32.4,0.0,0.0,137.2,10.5,8.287292817679559,,34.95145631067961,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2054,PROJ_SSP245,128.0,35.4,0.0,0.0,134.6,7.9,6.235201262825573,,38.22894168466523,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2054,PROJ_SSP370,135.2,42.6,0.0,0.0,149.0,22.2,17.50788643533123,,46.00431965442765,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2054,PROJ_SSP585,137.6,45.0,0.0,0.0,147.2,20.5,16.179952644041045,,48.59611231101512,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2055,PROJ_SSP126,121.5,28.8,0.0,0.0,138.0,11.3,8.918705603788476,,31.06796116504854,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2055,PROJ_SSP245,134.1,41.4,0.0,0.0,139.4,12.6,9.936908517350156,,44.66019417475729,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2055,PROJ_SSP370,139.3,46.6,0.0,0.0,153.0,26.3,20.757695343330703,,50.26968716289104,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2055,PROJ_SSP585,135.0,42.4,0.0,0.0,145.1,18.4,14.52249408050513,,45.78833693304536,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2056,PROJ_SSP126,126.1,33.5,0.0,0.0,140.2,13.4,10.567823343848582,,36.17710583153348,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2056,PROJ_SSP245,133.4,40.7,0.0,0.0,140.6,13.9,10.970797158642464,,43.90507011866235,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2056,PROJ_SSP370,141.9,49.2,0.0,0.0,152.6,25.8,20.347003154574132,,53.07443365695793,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2056,PROJ_SSP585,140.3,47.7,0.0,0.0,148.2,21.5,16.96921862667719,,51.511879049676025,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2057,PROJ_SSP126,123.7,31.1,0.0,0.0,136.1,9.3,7.334384858044165,,33.58531317494601,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2057,PROJ_SSP245,132.3,39.7,0.0,0.0,138.7,12.0,9.471191791633782,,42.872570194384444,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2057,PROJ_SSP370,138.6,46.0,0.0,0.0,151.2,24.5,19.337016574585636,,49.676025917926566,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2057,PROJ_SSP585,142.6,49.9,0.0,0.0,149.9,23.2,18.31097079715864,,53.829557713052864,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2058,PROJ_SSP126,128.4,35.8,0.0,0.0,136.9,10.2,8.050513022888712,,38.6609071274298,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2058,PROJ_SSP245,131.5,38.9,0.0,0.0,138.9,12.1,9.542586750788642,,42.008639308855294,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2058,PROJ_SSP370,138.6,46.0,0.0,0.0,153.4,26.7,21.07340173638516,,49.676025917926566,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2058,PROJ_SSP585,145.1,52.4,0.0,0.0,152.0,25.3,19.968429360694554,,56.52642934196332,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2059,PROJ_SSP126,126.3,33.7,0.0,0.0,139.4,12.6,9.936908517350156,,36.39308855291577,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2059,PROJ_SSP245,138.6,46.0,0.0,0.0,140.1,13.3,10.488958990536279,,49.676025917926566,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2059,PROJ_SSP370,139.2,46.5,0.0,0.0,153.5,26.8,21.152328334648775,,50.161812297734635,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2059,PROJ_SSP585,145.6,53.0,0.0,0.0,152.2,25.5,20.126282557221785,,57.2354211663067,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUS,AUS,2060,PROJ_SSP126,130.5,37.8,0.0,0.0,138.6,11.9,9.392265193370166,,40.776699029126206,SSP1-2.6 (low emissions),PROJ_SSP245,False
AUS,AUS,2060,PROJ_SSP245,138.4,45.8,0.0,0.0,149.7,23.0,18.153117600631415,,49.46004319654427,SSP2-4.5 (middle of the road),PROJ_SSP245,True
AUS,AUS,2060,PROJ_SSP370,138.0,45.4,0.0,0.0,154.7,28.0,22.099447513812155,,49.0280777537797,SSP3-7.0 (high emissions),PROJ_SSP245,False
AUS,AUS,2060,PROJ_SSP585,146.9,54.2,0.0,0.0,152.3,25.6,20.205209155485395,,58.46817691477886,SSP5-8.5 (very high emissions),PROJ_SSP245,False
AUT,AUT,2030,PROJ_SSP126,1.6,1.4,34.5,-14.2,1.5,-1.0,-40.0,-29.158110882956876,699.9999999999994,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2030,PROJ_SSP245,1.3,1.1,40.1,-8.6,1.4,-1.1,-44.00000000000001,-17.659137577002053,550.0000000000002,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2030,PROJ_SSP370,1.8,1.6,35.5,-13.2,2.5,-0.1,-3.8461538461538463,-27.1047227926078,800.0000000000002,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2030,PROJ_SSP585,2.7,2.5,36.3,-12.4,3.1,0.5,19.23076923076923,-25.462012320328547,1249.9999999999989,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2031,PROJ_SSP126,1.7,1.5,40.1,-8.6,1.1,-1.4,-55.99999999999999,-17.659137577002053,750.0000000000002,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2031,PROJ_SSP245,1.6,1.5,36.6,-12.0,1.8,-0.7,-27.999999999999996,-24.691358024691358,1499.9999999999989,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2031,PROJ_SSP370,1.3,1.1,35.4,-13.3,1.5,-1.0,-40.0,-27.31006160164271,550.0000000000002,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2031,PROJ_SSP585,1.4,1.2,33.2,-15.5,2.0,-0.5,-20.0,-31.82751540041068,600.0000000000001,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2032,PROJ_SSP126,1.8,1.6,38.8,-9.9,1.7,-0.8,-32.0,-20.328542094455855,800.0000000000002,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2032,PROJ_SSP245,1.7,1.5,32.5,-16.2,1.8,-0.7,-27.999999999999996,-33.26488706365503,750.0000000000002,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2032,PROJ_SSP370,1.8,1.6,30.4,-18.3,2.2,-0.4,-15.384615384615385,-37.57700205338809,800.0000000000002,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2032,PROJ_SSP585,2.0,1.8,30.6,-18.1,3.0,0.5,20.0,-37.16632443531827,900.0000000000002,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2033,PROJ_SSP126,2.2,2.0,38.2,-10.5,1.9,-0.7,-26.923076923076927,-21.560574948665295,999.9999999999991,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2033,PROJ_SSP245,2.8,2.6,34.7,-14.0,2.3,-0.3,-11.538461538461538,-28.74743326488706,1300.0000000000018,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2033,PROJ_SSP370,2.6,2.5,35.4,-13.3,2.5,0.0,0.0,-27.31006160164271,2499.9999999999977,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2033,PROJ_SSP585,2.9,2.8,29.3,-19.4,2.6,0.1,4.0,-39.83572895277207,2799.9999999999977,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2034,PROJ_SSP126,1.6,1.4,35.3,-13.4,2.0,-0.6,-23.076923076923077,-27.51540041067762,699.9999999999994,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2034,PROJ_SSP245,1.3,1.1,36.6,-12.1,1.9,-0.6,-24.0,-24.84599589322382,550.0000000000002,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2034,PROJ_SSP370,1.5,1.4,36.6,-12.1,2.2,-0.3,-12.0,-24.84599589322382,1399.9999999999989,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2034,PROJ_SSP585,2.5,2.3,27.1,-21.6,2.5,0.0,0.0,-44.35318275154005,1149.9999999999989,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2035,PROJ_SSP126,1.8,1.6,36.8,-11.9,2.0,-0.5,-20.0,-24.435318275154007,800.0000000000002,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2035,PROJ_SSP245,1.6,1.5,33.5,-15.2,2.3,-0.3,-11.538461538461538,-31.21149897330595,1499.9999999999989,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2035,PROJ_SSP370,2.2,2.0,36.1,-12.6,2.5,0.0,0.0,-25.87268993839836,999.9999999999991,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2035,PROJ_SSP585,3.8,3.6,37.3,-11.4,3.8,1.3,52.0,-23.40862422997947,1800.0000000000025,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2036,PROJ_SSP126,2.8,2.6,38.1,-10.6,2.5,0.0,0.0,-21.765913757700204,1300.0000000000018,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2036,PROJ_SSP245,2.1,1.9,34.5,-14.2,3.0,0.4,15.384615384615385,-29.158110882956876,949.9999999999991,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2036,PROJ_SSP370,2.4,2.2,36.1,-12.6,2.3,-0.2,-8.0,-25.87268993839836,1100.0000000000016,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2036,PROJ_SSP585,3.2,3.0,32.7,-16.0,3.0,0.5,20.0,-32.85420944558521,1499.9999999999989,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2037,PROJ_SSP126,2.6,2.4,35.3,-13.3,2.9,0.4,16.0,-27.366255144032927,1199.9999999999989,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2037,PROJ_SSP245,2.4,2.2,30.7,-18.0,3.1,0.6,24.0,-36.96098562628337,1100.0000000000016,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2037,PROJ_SSP370,2.1,1.9,31.3,-17.4,2.1,-0.4,-16.0,-35.72895277207392,949.9999999999991,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2037,PROJ_SSP585,2.3,2.1,29.9,-18.8,3.8,1.3,52.0,-38.60369609856263,1050.0000000000014,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2038,PROJ_SSP126,1.7,1.5,32.5,-16.2,1.5,-1.0,-40.0,-33.26488706365503,750.0000000000002,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2038,PROJ_SSP245,2.8,2.6,34.0,-14.7,2.9,0.3,11.538461538461538,-30.184804928131413,1300.0000000000018,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2038,PROJ_SSP370,2.8,2.6,41.0,-7.7,2.2,-0.4,-15.384615384615385,-15.811088295687883,1300.0000000000018,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2038,PROJ_SSP585,2.9,2.7,31.3,-17.4,3.6,1.1,44.00000000000001,-35.72895277207392,1350.000000000002,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2039,PROJ_SSP126,3.3,3.1,34.1,-14.6,2.7,0.2,8.0,-29.97946611909651,1550.000000000002,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2039,PROJ_SSP245,3.5,3.3,38.5,-10.1,3.5,1.0,40.0,-20.781893004115226,1649.9999999999986,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2039,PROJ_SSP370,2.2,2.0,28.5,-20.2,2.8,0.3,12.0,-41.478439425051334,999.9999999999991,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2039,PROJ_SSP585,3.0,2.8,28.5,-20.2,3.4,0.9,36.0,-41.478439425051334,1399.9999999999989,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2040,PROJ_SSP126,2.7,2.5,33.4,-15.3,2.6,0.0,0.0,-31.416837782340863,1249.9999999999989,SSP1-2.6 (low emissions),PROJ_SSP126,True
AUT,AUT,2040,PROJ_SSP245,1.7,1.5,33.1,-15.6,2.9,0.4,16.0,-32.03285420944558,750.0000000000002,SSP2-4.5 (middle of the road),PROJ_SSP126,False
AUT,AUT,2040,PROJ_SSP370,1.6,1.4,35.5,-13.2,2.2,-0.3,-12.0,-27.1047227926078,699.9999999999994,SSP3-7.0 (high emissions),PROJ_SSP126,False
AUT,AUT,2040,PROJ_SSP585,3.3,3.1,34.9,-13.8,3.7,1.1,42.30769230769231,-28.336755646817245,1550.000000000002,SSP5-8.5 (very high emissions),PROJ_SSP126,False
AUT,AUT,2041,PROJ_SSP126,3.1,3.0,35.7,-13.0,2.8,0.3,12.0,-26.694045174537983,2999.9999999999977,SSP1-2.6 (low emissions),PROJ_SSP126,True
