STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,RET_PERIOD,Return period,HEAT_STRESS,Heat stress threshold,PROJ_SCENARIO,Projection scenario,POLLUTANT_CONCENTRATION,Pollutant concentration level,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP245,Middle-of-the-road scenario (SSP2-4.5),_Z,Not applicable,D_Y,Days per year,2054,,0.4,,EST,Estonia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP245,Middle-of-the-road scenario (SSP2-4.5),_Z,Not applicable,D_Y,Days per year,2053,,0.7,,EST,Estonia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP245,Middle-of-the-road scenario (SSP2-4.5),_Z,Not applicable,D_Y,Days per year,2052,,1.1,,EST,Estonia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP245,Middle-of-the-road scenario (SSP2-4.5),_Z,Not applicable,D_Y,Days per year,2051,,1.5,,EST,Estonia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP245,Middle-of-the-road scenario (SSP2-4.5),_Z,Not applicable,D_Y,Days per year,2050,,1,,EST,Estonia,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2048,,1.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2047,,1.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2034,,1.4,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2033,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2032,,1.6,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2031,,1.5,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2030,,1.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2046,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2045,,1.6,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2044,,2.5,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2043,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2042,,2.1,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2041,,1.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2040,,1.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2039,,1.8,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2038,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2037,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2036,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2035,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2060,,2.1,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2059,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2058,,1.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2057,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2056,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2055,,1.9,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2054,,2.5,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2053,,1.7,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2052,,2.1,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2051,,2.4,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2050,,2,,CAN,Canada,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2048,,36.6,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2047,,41.7,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2034,,40.7,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2033,,28,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2032,,35,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2031,,40.9,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2030,,33,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2046,,47.6,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2045,,37.1,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2044,,36.6,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2043,,51.6,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2042,,47.6,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2041,,37.5,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2040,,26,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2039,,35.8,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2038,,43.7,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2037,,47.2,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2036,,41.1,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2035,,37.7,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2060,,41.2,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2059,,47.2,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2058,,52.8,,CRI,Costa Rica,A,Normal value,0,Units,1,One
DATAFLOW,OECD.CFE.EDS:DSD_REG_CLIM@DF_CLIM_PROJ(2.5),"Climate projections by scenario, 2030–2060 - Regions",I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,HOT_DAYS_PROJ,Projected number of hot days,_Z,Not applicable,_Z,Not applicable,PROJ_SSP126,Low-emissions scenario (SSP1-2.6),_Z,Not applicable,D_Y,Days per year,2057,,41,,CRI,Costa Rica,A,Normal value,0,Units,1,One
